,query_text,QuestionId_Answer,ConstructName,SubjectName,QuestionText,correct_answer,incorrect_answer,MisconceptionID
46,"###question###:Adding and Subtracting Negative Numbers-Carry out missing number subtraction problems involving negative integers-![Number line with -12 and -7 marked. Starting at -12, follow an arrow pointing to the right labelled +10. Then there is an arrow labelled b pointing to the left, which ends at -7 on the number line.]() What is the value of \( b \) ?
###Correct Answer###:\( -5 \)
###Misconcepte Incorrect answer###:D.\( -6 \)",18_D,Carry out missing number subtraction problems involving negative integers,Adding and Subtracting Negative Numbers,"![Number line with -12 and -7 marked. Starting at -12, follow an arrow pointing to the right labelled +10. Then there is an arrow labelled b pointing to the left, which ends at -7 on the number line.]() What is the value of \( b \) ?",\( -5 \),\( -6 \),1824.0
47,"###question###:Adding and Subtracting Algebraic Fractions-Subtract algebraic fractions where the denominators are single terms and are not multiples of each other-Express the following as a single fraction, writing your answer as simply as possible: \( \frac{1}{s}-\frac{t}{3} \)
###Correct Answer###:\( \frac{3-s t}{3 s} \)
###Misconcepte Incorrect answer###:A.\( \frac{1-t}{3 s} \)",19_A,Subtract algebraic fractions where the denominators are single terms and are not multiples of each other,Adding and Subtracting Algebraic Fractions,"Express the following as a single fraction, writing your answer as simply as possible: \( \frac{1}{s}-\frac{t}{3} \)",\( \frac{3-s t}{3 s} \),\( \frac{1-t}{3 s} \),1916.0
48,"###question###:Adding and Subtracting Algebraic Fractions-Subtract algebraic fractions where the denominators are single terms and are not multiples of each other-Express the following as a single fraction, writing your answer as simply as possible: \( \frac{1}{s}-\frac{t}{3} \)
###Correct Answer###:\( \frac{3-s t}{3 s} \)
###Misconcepte Incorrect answer###:B.\( \frac{s-3 t}{3 s} \)",19_B,Subtract algebraic fractions where the denominators are single terms and are not multiples of each other,Adding and Subtracting Algebraic Fractions,"Express the following as a single fraction, writing your answer as simply as possible: \( \frac{1}{s}-\frac{t}{3} \)",\( \frac{3-s t}{3 s} \),\( \frac{s-3 t}{3 s} \),2147.0
49,"###question###:Adding and Subtracting Algebraic Fractions-Subtract algebraic fractions where the denominators are single terms and are not multiples of each other-Express the following as a single fraction, writing your answer as simply as possible: \( \frac{1}{s}-\frac{t}{3} \)
###Correct Answer###:\( \frac{3-s t}{3 s} \)
###Misconcepte Incorrect answer###:D.\( \frac{1-t}{s-3} \)",19_D,Subtract algebraic fractions where the denominators are single terms and are not multiples of each other,Adding and Subtracting Algebraic Fractions,"Express the following as a single fraction, writing your answer as simply as possible: \( \frac{1}{s}-\frac{t}{3} \)",\( \frac{3-s t}{3 s} \),\( \frac{1-t}{s-3} \),907.0
50,"###question###:Volume of Prisms-Given the volume of a cuboid, work out missing information-The volume of this cuboid is \( 30 \mathrm{~cm}^{3} \)

What length should replace the star? ![A cuboid, depth 2cm and height 3cm. The width is labelled with a star.]()
###Correct Answer###:\( 5 \mathrm{~cm} \)
###Misconcepte Incorrect answer###:D.\( 25 \mathrm{~cm} \)",20_D,"Given the volume of a cuboid, work out missing information",Volume of Prisms,"The volume of this cuboid is \( 30 \mathrm{~cm}^{3} \)

What length should replace the star? ![A cuboid, depth 2cm and height 3cm. The width is labelled with a star.]()",\( 5 \mathrm{~cm} \),\( 25 \mathrm{~cm} \),1984.0
51,"###question###:Factorising into a Double Bracket-Factorise a quadratic expression in the form ax² + bx + c where a is prime-Step 1: Factorise the following expression

\(
3 x^{2}+5 x+2
\)
###Correct Answer###:\( (3 x+2)(x+1) \)
###Misconcepte Incorrect answer###:A.\( (3 x+2)(3 x+1) \)",21_A,Factorise a quadratic expression in the form ax² + bx + c where a is prime,Factorising into a Double Bracket,"Step 1: Factorise the following expression

\(
3 x^{2}+5 x+2
\)",\( (3 x+2)(x+1) \),\( (3 x+2)(3 x+1) \),2240.0
52,"###question###:Mental Addition and Subtraction-Given the solution to one problem, deduce the answer to a related problem using the same operation-Tom and Katie are discussing related calculations
Tom says if you know that \( 3748+426=4174 \), then \( 3748+427 \) must equal \( \mathbf{4 1 7 5} \)

Katie says if you know that \( 3748-426=3322 \), then \( 3748 \) - \( 427 \) must equal \( \mathbf{3 3 2 3} \)
Who is correct?
###Correct Answer###:Only Tom
###Misconcepte Incorrect answer###:B.Only Katie",22_B,"Given the solution to one problem, deduce the answer to a related problem using the same operation",Mental Addition and Subtraction,"Tom and Katie are discussing related calculations
Tom says if you know that \( 3748+426=4174 \), then \( 3748+427 \) must equal \( \mathbf{4 1 7 5} \)

Katie says if you know that \( 3748-426=3322 \), then \( 3748 \) - \( 427 \) must equal \( \mathbf{3 3 2 3} \)
Who is correct?",Only Tom,Only Katie,1408.0
53,"###question###:Mental Addition and Subtraction-Given the solution to one problem, deduce the answer to a related problem using the same operation-Tom and Katie are discussing related calculations
Tom says if you know that \( 3748+426=4174 \), then \( 3748+427 \) must equal \( \mathbf{4 1 7 5} \)

Katie says if you know that \( 3748-426=3322 \), then \( 3748 \) - \( 427 \) must equal \( \mathbf{3 3 2 3} \)
Who is correct?
###Correct Answer###:Only Tom
###Misconcepte Incorrect answer###:C.Both Tom and Katie",22_C,"Given the solution to one problem, deduce the answer to a related problem using the same operation",Mental Addition and Subtraction,"Tom and Katie are discussing related calculations
Tom says if you know that \( 3748+426=4174 \), then \( 3748+427 \) must equal \( \mathbf{4 1 7 5} \)

Katie says if you know that \( 3748-426=3322 \), then \( 3748 \) - \( 427 \) must equal \( \mathbf{3 3 2 3} \)
Who is correct?",Only Tom,Both Tom and Katie,2408.0
54,"###question###:Real Life Graphs-Interpret sloping linear sections of a displacement-time graph-This graph shows how far Fido the dog is from his home.
What might the negative-sloping section represent? ![A graph with time (secs) on the horizontal axis and distance (m) on the vertical axis. The graph starts at the origin, travels in a straight line up and right, travels horizontally, then travels in a straight line down and right back to the x-axis. ]()
###Correct Answer###:Fido is walking home
###Misconcepte Incorrect answer###:B.Fido has fallen asleep",23_B,Interpret sloping linear sections of a displacement-time graph,Real Life Graphs,"This graph shows how far Fido the dog is from his home.
What might the negative-sloping section represent? ![A graph with time (secs) on the horizontal axis and distance (m) on the vertical axis. The graph starts at the origin, travels in a straight line up and right, travels horizontally, then travels in a straight line down and right back to the x-axis. ]()",Fido is walking home,Fido has fallen asleep,2492.0
55,"###question###:Real Life Graphs-Interpret sloping linear sections of a displacement-time graph-This graph shows how far Fido the dog is from his home.
What might the negative-sloping section represent? ![A graph with time (secs) on the horizontal axis and distance (m) on the vertical axis. The graph starts at the origin, travels in a straight line up and right, travels horizontally, then travels in a straight line down and right back to the x-axis. ]()
###Correct Answer###:Fido is walking home
###Misconcepte Incorrect answer###:C.Fido is accelerating",23_C,Interpret sloping linear sections of a displacement-time graph,Real Life Graphs,"This graph shows how far Fido the dog is from his home.
What might the negative-sloping section represent? ![A graph with time (secs) on the horizontal axis and distance (m) on the vertical axis. The graph starts at the origin, travels in a straight line up and right, travels horizontally, then travels in a straight line down and right back to the x-axis. ]()",Fido is walking home,Fido is accelerating,2032.0
56,"###question###:Real Life Graphs-Interpret sloping linear sections of a displacement-time graph-This graph shows how far Fido the dog is from his home.
What might the negative-sloping section represent? ![A graph with time (secs) on the horizontal axis and distance (m) on the vertical axis. The graph starts at the origin, travels in a straight line up and right, travels horizontally, then travels in a straight line down and right back to the x-axis. ]()
###Correct Answer###:Fido is walking home
###Misconcepte Incorrect answer###:D.Fido is walking away from home",23_D,Interpret sloping linear sections of a displacement-time graph,Real Life Graphs,"This graph shows how far Fido the dog is from his home.
What might the negative-sloping section represent? ![A graph with time (secs) on the horizontal axis and distance (m) on the vertical axis. The graph starts at the origin, travels in a straight line up and right, travels horizontally, then travels in a straight line down and right back to the x-axis. ]()",Fido is walking home,Fido is walking away from home,2437.0
57,"###question###:Mental Multiplication and Division-Solve missing number mental multiplication questions-What should replace the star?
\[
\bigstar \times 4=108
\]
###Correct Answer###:\( 27 \)
###Misconcepte Incorrect answer###:C.\( 432 \)",24_C,Solve missing number mental multiplication questions,Mental Multiplication and Division,"What should replace the star?
\[
\bigstar \times 4=108
\]",\( 27 \),\( 432 \),2271.0
58,"###question###:Mental Multiplication and Division-Solve missing number mental multiplication questions-What should replace the star?
\[
\bigstar \times 4=108
\]
###Correct Answer###:\( 27 \)
###Misconcepte Incorrect answer###:D.\( 104 \)",24_D,Solve missing number mental multiplication questions,Mental Multiplication and Division,"What should replace the star?
\[
\bigstar \times 4=108
\]",\( 27 \),\( 104 \),1319.0
59,"###question###:Substitution into Formula-Calculate speed where distance and time are in the appropriate units-The formula for speed is
\(
\text { Speed }=\frac{\text { Distance }}{\text { Time }}
\)
A snail travels \( 4 \mathrm{~m} \) in \( 10 \) hours. What was its speed?
###Correct Answer###:\( 0.4 \) metres per hour
###Misconcepte Incorrect answer###:B.\( 40 \) metres per hour",25_B,Calculate speed where distance and time are in the appropriate units,Substitution into Formula,"The formula for speed is
\(
\text { Speed }=\frac{\text { Distance }}{\text { Time }}
\)
A snail travels \( 4 \mathrm{~m} \) in \( 10 \) hours. What was its speed?",\( 0.4 \) metres per hour,\( 40 \) metres per hour,509.0
60,"###question###:Substitution into Formula-Calculate speed where distance and time are in the appropriate units-The formula for speed is
\(
\text { Speed }=\frac{\text { Distance }}{\text { Time }}
\)
A snail travels \( 4 \mathrm{~m} \) in \( 10 \) hours. What was its speed?
###Correct Answer###:\( 0.4 \) metres per hour
###Misconcepte Incorrect answer###:C.\( 2.5 \) metres per hour",25_C,Calculate speed where distance and time are in the appropriate units,Substitution into Formula,"The formula for speed is
\(
\text { Speed }=\frac{\text { Distance }}{\text { Time }}
\)
A snail travels \( 4 \mathrm{~m} \) in \( 10 \) hours. What was its speed?",\( 0.4 \) metres per hour,\( 2.5 \) metres per hour,2359.0
61,"###question###:Equation of a Circle-Given a sketch of a circle with centre at the origin, write its equation in the form x² + y² = r²-What is the equation of this circle? ![A set of axes with a circle drawn. The circle goes through the points (4,0), (0, -4), (-4,0) and (0,4). ]()
###Correct Answer###:\( x^{2}+y^{2}=16 \)
###Misconcepte Incorrect answer###:B.\( x^{2}+y^{2}=\sqrt{4} \)",26_B,"Given a sketch of a circle with centre at the origin, write its equation in the form x² + y² = r²",Equation of a Circle,"What is the equation of this circle? ![A set of axes with a circle drawn. The circle goes through the points (4,0), (0, -4), (-4,0) and (0,4). ]()",\( x^{2}+y^{2}=16 \),\( x^{2}+y^{2}=\sqrt{4} \),2474.0
62,"###question###:Equation of a Circle-Given a sketch of a circle with centre at the origin, write its equation in the form x² + y² = r²-What is the equation of this circle? ![A set of axes with a circle drawn. The circle goes through the points (4,0), (0, -4), (-4,0) and (0,4). ]()
###Correct Answer###:\( x^{2}+y^{2}=16 \)
###Misconcepte Incorrect answer###:C.\( x^{2}+y^{2}=8 \)",26_C,"Given a sketch of a circle with centre at the origin, write its equation in the form x² + y² = r²",Equation of a Circle,"What is the equation of this circle? ![A set of axes with a circle drawn. The circle goes through the points (4,0), (0, -4), (-4,0) and (0,4). ]()",\( x^{2}+y^{2}=16 \),\( x^{2}+y^{2}=8 \),2316.0
63,"###question###:Equation of a Circle-Given a sketch of a circle with centre at the origin, write its equation in the form x² + y² = r²-What is the equation of this circle? ![A set of axes with a circle drawn. The circle goes through the points (4,0), (0, -4), (-4,0) and (0,4). ]()
###Correct Answer###:\( x^{2}+y^{2}=16 \)
###Misconcepte Incorrect answer###:D.\( x^{2}+y^{2}=4 \)",26_D,"Given a sketch of a circle with centre at the origin, write its equation in the form x² + y² = r²",Equation of a Circle,"What is the equation of this circle? ![A set of axes with a circle drawn. The circle goes through the points (4,0), (0, -4), (-4,0) and (0,4). ]()",\( x^{2}+y^{2}=16 \),\( x^{2}+y^{2}=4 \),1944.0
64,"###question###:Substitution into Formula-Substitute negative integer values into expressions involving no powers or roots-If \( d=-2 \) what is the value of \( 10-2 d \) ?
###Correct Answer###:\( 14 \)
###Misconcepte Incorrect answer###:B.\( 6 \)",27_B,Substitute negative integer values into expressions involving no powers or roots,Substitution into Formula,If \( d=-2 \) what is the value of \( 10-2 d \) ?,\( 14 \),\( 6 \),1597.0
